"Team","Player_ID","Player","Team_Index","Stats","Value"
"PHI",23024,"furkan korkmaz",23,"PointsPerGame",2.5
"PHI",23024,"furkan korkmaz",23,"TotalReboundsPerGame",0.9
"PHI",23024,"furkan korkmaz",23,"AssistsPerGame",0.7
"PHI",23024,"furkan korkmaz",23,"StealsPerGame",0.4
"PHI",23024,"furkan korkmaz",23,"BlocksPerGame",0.1
"SAC",26004,"alex len",26,"PointsPerGame",2.5
"SAC",26004,"alex len",26,"TotalReboundsPerGame",2.7
"SAC",26004,"alex len",26,"AssistsPerGame",1
"SAC",26004,"alex len",26,"StealsPerGame",0.2
"SAC",26004,"alex len",26,"BlocksPerGame",0.7
"ATL",1014,"aj griffin",1,"PointsPerGame",2.4
"ATL",1014,"aj griffin",1,"TotalReboundsPerGame",0.9
"ATL",1014,"aj griffin",1,"AssistsPerGame",0.3
"ATL",1014,"aj griffin",1,"StealsPerGame",0.1
"ATL",1014,"aj griffin",1,"BlocksPerGame",0.1
"DET",9024,"joe harris",9,"PointsPerGame",2.4
"DET",9024,"joe harris",9,"TotalReboundsPerGame",0.8
"DET",9024,"joe harris",9,"AssistsPerGame",0.6
"DET",9024,"joe harris",9,"StealsPerGame",0.2
"DET",9024,"joe harris",9,"BlocksPerGame",0.1
"GSW",10021,"cory joseph",10,"PointsPerGame",2.4
"GSW",10021,"cory joseph",10,"TotalReboundsPerGame",1.2
"GSW",10021,"cory joseph",10,"AssistsPerGame",1.6
"GSW",10021,"cory joseph",10,"StealsPerGame",0.2
"GSW",10021,"cory joseph",10,"BlocksPerGame",0.1
"LAC",13015,"xavier moon",13,"PointsPerGame",2.4
"LAC",13015,"xavier moon",13,"TotalReboundsPerGame",1.3
"LAC",13015,"xavier moon",13,"AssistsPerGame",1.5
"LAC",13015,"xavier moon",13,"StealsPerGame",0.2
"LAC",13015,"xavier moon",13,"BlocksPerGame",0.2
"TOR",28015,"mouhamadou gueye",28,"PointsPerGame",2.4
"TOR",28015,"mouhamadou gueye",28,"TotalReboundsPerGame",2.1
"TOR",28015,"mouhamadou gueye",28,"AssistsPerGame",0.5
"TOR",28015,"mouhamadou gueye",28,"StealsPerGame",0.3
"TOR",28015,"mouhamadou gueye",28,"BlocksPerGame",1.6
"CHA",4017,"amari bailey",4,"PointsPerGame",2.3
"CHA",4017,"amari bailey",4,"TotalReboundsPerGame",0.9
"CHA",4017,"amari bailey",4,"AssistsPerGame",0.7
"CHA",4017,"amari bailey",4,"StealsPerGame",0.3
"CHA",4017,"amari bailey",4,"BlocksPerGame",0
"CLE",6013,"isaiah mobley",6,"PointsPerGame",2.3
"CLE",6013,"isaiah mobley",6,"TotalReboundsPerGame",1
"CLE",6013,"isaiah mobley",6,"AssistsPerGame",0.6
"CLE",6013,"isaiah mobley",6,"StealsPerGame",0.2
"CLE",6013,"isaiah mobley",6,"BlocksPerGame",0
"MIA",16017,"cole swider",16,"PointsPerGame",2.3
"MIA",16017,"cole swider",16,"TotalReboundsPerGame",0.4
"MIA",16017,"cole swider",16,"AssistsPerGame",0.3
"MIA",16017,"cole swider",16,"StealsPerGame",0.1
"MIA",16017,"cole swider",16,"BlocksPerGame",0.1
"NOP",19013,"dereon seabron",19,"PointsPerGame",2.3
"NOP",19013,"dereon seabron",19,"TotalReboundsPerGame",1.2
"NOP",19013,"dereon seabron",19,"AssistsPerGame",0.8
"NOP",19013,"dereon seabron",19,"StealsPerGame",0.3
"NOP",19013,"dereon seabron",19,"BlocksPerGame",0.2
"OKC",21006,"olivier sarr",21,"PointsPerGame",2.3
"OKC",21006,"olivier sarr",21,"TotalReboundsPerGame",2.4
"OKC",21006,"olivier sarr",21,"AssistsPerGame",0.1
"OKC",21006,"olivier sarr",21,"StealsPerGame",0
"OKC",21006,"olivier sarr",21,"BlocksPerGame",0.5
"ORL",22011,"chuma okeke",22,"PointsPerGame",2.3
"ORL",22011,"chuma okeke",22,"TotalReboundsPerGame",1.7
"ORL",22011,"chuma okeke",22,"AssistsPerGame",0.4
"ORL",22011,"chuma okeke",22,"StealsPerGame",0.2
"ORL",22011,"chuma okeke",22,"BlocksPerGame",0.1
"ATL",1011,"trent forrest",1,"PointsPerGame",2.2
"ATL",1011,"trent forrest",1,"TotalReboundsPerGame",1.3
"ATL",1011,"trent forrest",1,"AssistsPerGame",2.4
"ATL",1011,"trent forrest",1,"StealsPerGame",0.3
"ATL",1011,"trent forrest",1,"BlocksPerGame",0.1
"CHI",5015,"julian phillips",5,"PointsPerGame",2.2
"CHI",5015,"julian phillips",5,"TotalReboundsPerGame",0.9
"CHI",5015,"julian phillips",5,"AssistsPerGame",0.3
"CHI",5015,"julian phillips",5,"StealsPerGame",0.2
"CHI",5015,"julian phillips",5,"BlocksPerGame",0.2
"HOU",11017,"nate hinton",11,"PointsPerGame",2.2
"HOU",11017,"nate hinton",11,"TotalReboundsPerGame",1.5
"HOU",11017,"nate hinton",11,"AssistsPerGame",0.7
"HOU",11017,"nate hinton",11,"StealsPerGame",0.2
"HOU",11017,"nate hinton",11,"BlocksPerGame",0.1
"HOU",11013,"reggie bullock",11,"PointsPerGame",2.2
"HOU",11013,"reggie bullock",11,"TotalReboundsPerGame",1.7
"HOU",11013,"reggie bullock",11,"AssistsPerGame",0.3
"HOU",11013,"reggie bullock",11,"StealsPerGame",0.3
"HOU",11013,"reggie bullock",11,"BlocksPerGame",0.1
"MIL",17010,"andre jackson jr.",17,"PointsPerGame",2.2
"MIL",17010,"andre jackson jr.",17,"TotalReboundsPerGame",2
"MIL",17010,"andre jackson jr.",17,"AssistsPerGame",0.9
"MIL",17010,"andre jackson jr.",17,"StealsPerGame",0.3
"MIL",17010,"andre jackson jr.",17,"BlocksPerGame",0.1
"PHO",24002,"udoka azubuike",24,"PointsPerGame",2.2
"PHO",24002,"udoka azubuike",24,"TotalReboundsPerGame",2
"PHO",24002,"udoka azubuike",24,"AssistsPerGame",0.2
"PHO",24002,"udoka azubuike",24,"StealsPerGame",0.1
"PHO",24002,"udoka azubuike",24,"BlocksPerGame",0.4
"SAC",26018,"colby jones",26,"PointsPerGame",2.1
"SAC",26018,"colby jones",26,"TotalReboundsPerGame",1.3
"SAC",26018,"colby jones",26,"AssistsPerGame",0.7
"SAC",26018,"colby jones",26,"StealsPerGame",0.2
"SAC",26018,"colby jones",26,"BlocksPerGame",0.2
"BOS",2016,"jd davison",2,"PointsPerGame",2
"BOS",2016,"jd davison",2,"TotalReboundsPerGame",1.3
"BOS",2016,"jd davison",2,"AssistsPerGame",1.3
"BOS",2016,"jd davison",2,"StealsPerGame",0.1
"BOS",2016,"jd davison",2,"BlocksPerGame",0.1
"CLE",6018,"ty jerome",6,"PointsPerGame",2
"CLE",6018,"ty jerome",6,"TotalReboundsPerGame",0.5
"CLE",6018,"ty jerome",6,"AssistsPerGame",1.5
"CLE",6018,"ty jerome",6,"StealsPerGame",0
"CLE",6018,"ty jerome",6,"BlocksPerGame",0
"IND",12017,"isaiah wong",12,"PointsPerGame",2
"IND",12017,"isaiah wong",12,"TotalReboundsPerGame",0
"IND",12017,"isaiah wong",12,"AssistsPerGame",0
"IND",12017,"isaiah wong",12,"StealsPerGame",0
"IND",12017,"isaiah wong",12,"BlocksPerGame",0
"LAC",13011,"kobe brown",13,"PointsPerGame",2
"LAC",13011,"kobe brown",13,"TotalReboundsPerGame",1.4
"LAC",13011,"kobe brown",13,"AssistsPerGame",0.6
"LAC",13011,"kobe brown",13,"StealsPerGame",0.3
"LAC",13011,"kobe brown",13,"BlocksPerGame",0.1
"LAL",14021,"d'moi hodge",14,"PointsPerGame",2
"LAL",14021,"d'moi hodge",14,"TotalReboundsPerGame",0
"LAL",14021,"d'moi hodge",14,"AssistsPerGame",0.7
"LAL",14021,"d'moi hodge",14,"StealsPerGame",0.1
"LAL",14021,"d'moi hodge",14,"BlocksPerGame",0.1
"MIL",17021,"lindell wigginton",17,"PointsPerGame",2
"MIL",17021,"lindell wigginton",17,"TotalReboundsPerGame",0
"MIL",17021,"lindell wigginton",17,"AssistsPerGame",0
"MIL",17021,"lindell wigginton",17,"StealsPerGame",0
"MIL",17021,"lindell wigginton",17,"BlocksPerGame",0
"NYK",20013,"jericho sims",20,"PointsPerGame",2
"NYK",20013,"jericho sims",20,"TotalReboundsPerGame",3.3
"NYK",20013,"jericho sims",20,"AssistsPerGame",0.6
"NYK",20013,"jericho sims",20,"StealsPerGame",0.2
"NYK",20013,"jericho sims",20,"BlocksPerGame",0.4
"ORL",22018,"kevon harris",22,"PointsPerGame",2
"ORL",22018,"kevon harris",22,"TotalReboundsPerGame",1
"ORL",22018,"kevon harris",22,"AssistsPerGame",0.5
"ORL",22018,"kevon harris",22,"StealsPerGame",0
"ORL",22018,"kevon harris",22,"BlocksPerGame",0
"PHI",13018,"p.j. tucker",23,"PointsPerGame",2
"PHI",13018,"p.j. tucker",23,"TotalReboundsPerGame",4.7
"PHI",13018,"p.j. tucker",23,"AssistsPerGame",0
"PHI",13018,"p.j. tucker",23,"StealsPerGame",1
"PHI",13018,"p.j. tucker",23,"BlocksPerGame",0.7
"SAC",26016,"jordan ford",26,"PointsPerGame",2
"SAC",26016,"jordan ford",26,"TotalReboundsPerGame",0.3
"SAC",26016,"jordan ford",26,"AssistsPerGame",0.3
"SAC",26016,"jordan ford",26,"StealsPerGame",0
"SAC",26016,"jordan ford",26,"BlocksPerGame",0
"TOR",28021,"markquis nowell",28,"PointsPerGame",2
"TOR",28021,"markquis nowell",28,"TotalReboundsPerGame",2
"TOR",28021,"markquis nowell",28,"AssistsPerGame",2
"TOR",28021,"markquis nowell",28,"StealsPerGame",1
"TOR",28021,"markquis nowell",28,"BlocksPerGame",0
"MIN",18016,"daishen nix",18,"PointsPerGame",1.8
"MIN",18016,"daishen nix",18,"TotalReboundsPerGame",0.2
"MIN",18016,"daishen nix",18,"AssistsPerGame",0.4
"MIN",18016,"daishen nix",18,"StealsPerGame",0.3
"MIN",18016,"daishen nix",18,"BlocksPerGame",0
"NOP",19009,"cody zeller",19,"PointsPerGame",1.8
"NOP",19009,"cody zeller",19,"TotalReboundsPerGame",2.6
"NOP",19009,"cody zeller",19,"AssistsPerGame",0.9
"NOP",19009,"cody zeller",19,"StealsPerGame",0.2
"NOP",19009,"cody zeller",19,"BlocksPerGame",0.1
"NYK",20018,"shake milton",20,"PointsPerGame",1.8
"NYK",20018,"shake milton",20,"TotalReboundsPerGame",1
"NYK",20018,"shake milton",20,"AssistsPerGame",0.7
"NYK",20018,"shake milton",20,"StealsPerGame",0.2
"NYK",20018,"shake milton",20,"BlocksPerGame",0
"OKC",21004,"bismack biyombo",21,"PointsPerGame",1.8
"OKC",21004,"bismack biyombo",21,"TotalReboundsPerGame",1.8
"OKC",21004,"bismack biyombo",21,"AssistsPerGame",0.2
"OKC",21004,"bismack biyombo",21,"StealsPerGame",0.1
"OKC",21004,"bismack biyombo",21,"BlocksPerGame",0.3
"POR",25017,"justin minaya",25,"PointsPerGame",1.8
"POR",25017,"justin minaya",25,"TotalReboundsPerGame",1.6
"POR",25017,"justin minaya",25,"AssistsPerGame",0.6
"POR",25017,"justin minaya",25,"StealsPerGame",0.3
"POR",25017,"justin minaya",25,"BlocksPerGame",0.3
"BOS",2012,"jordan walsh",2,"PointsPerGame",1.7
"BOS",2012,"jordan walsh",2,"TotalReboundsPerGame",2.2
"BOS",2012,"jordan walsh",2,"AssistsPerGame",0.6
"BOS",2012,"jordan walsh",2,"StealsPerGame",0.6
"BOS",2012,"jordan walsh",2,"BlocksPerGame",0.1
"MIN",18002,"leonard miller",18,"PointsPerGame",1.7
"MIN",18002,"leonard miller",18,"TotalReboundsPerGame",1.2
"MIN",18002,"leonard miller",18,"AssistsPerGame",0.5
"MIN",18002,"leonard miller",18,"StealsPerGame",0.1
"MIN",18002,"leonard miller",18,"BlocksPerGame",0.1
"SAC",26015,"kessler edwards",26,"PointsPerGame",1.7
"SAC",26015,"kessler edwards",26,"TotalReboundsPerGame",0.8
"SAC",26015,"kessler edwards",26,"AssistsPerGame",0.3
"SAC",26015,"kessler edwards",26,"StealsPerGame",0.2
"SAC",26015,"kessler edwards",26,"BlocksPerGame",0.1
"UTA",29018,"jason preston",29,"PointsPerGame",1.7
"UTA",29018,"jason preston",29,"TotalReboundsPerGame",2.4
"UTA",29018,"jason preston",29,"AssistsPerGame",2.3
"UTA",29018,"jason preston",29,"StealsPerGame",0.3
"UTA",29018,"jason preston",29,"BlocksPerGame",0.1
"ATL",1018,"seth lundy",1,"PointsPerGame",1.6
"ATL",1018,"seth lundy",1,"TotalReboundsPerGame",0.8
"ATL",1018,"seth lundy",1,"AssistsPerGame",0
"ATL",1018,"seth lundy",1,"StealsPerGame",0
"ATL",1018,"seth lundy",1,"BlocksPerGame",0
"DEN",8012,"jalen pickett",8,"PointsPerGame",1.6
"DEN",8012,"jalen pickett",8,"TotalReboundsPerGame",0.5
"DEN",8012,"jalen pickett",8,"AssistsPerGame",0.8
"DEN",8012,"jalen pickett",8,"StealsPerGame",0.1
"DEN",8012,"jalen pickett",8,"BlocksPerGame",0
"LAC",13017,"jordan miller",13,"PointsPerGame",1.6
"LAC",13017,"jordan miller",13,"TotalReboundsPerGame",0.6
"LAC",13017,"jordan miller",13,"AssistsPerGame",0
"LAC",13017,"jordan miller",13,"StealsPerGame",0
"LAC",13017,"jordan miller",13,"BlocksPerGame",0
"LAL",14015,"jalen hood-schifino",14,"PointsPerGame",1.6
"LAL",14015,"jalen hood-schifino",14,"TotalReboundsPerGame",0.6
"LAL",14015,"jalen hood-schifino",14,"AssistsPerGame",0.4
"LAL",14015,"jalen hood-schifino",14,"StealsPerGame",0.1
"LAL",14015,"jalen hood-schifino",14,"BlocksPerGame",0.1
"MIN",18015,"josh minott",18,"PointsPerGame",1.6
"MIN",18015,"josh minott",18,"TotalReboundsPerGame",0.5
"MIN",18015,"josh minott",18,"AssistsPerGame",0.3
"MIN",18015,"josh minott",18,"StealsPerGame",0.2
"MIN",18015,"josh minott",18,"BlocksPerGame",0.2
"ORL",22016,"jett howard",22,"PointsPerGame",1.6
"ORL",22016,"jett howard",22,"TotalReboundsPerGame",0.4
"ORL",22016,"jett howard",22,"AssistsPerGame",0.3
"ORL",22016,"jett howard",22,"StealsPerGame",0.1
"ORL",22016,"jett howard",22,"BlocksPerGame",0.1
"BRK",3016,"dariq whitehead",3,"PointsPerGame",1.5
"BRK",3016,"dariq whitehead",3,"TotalReboundsPerGame",2
"BRK",3016,"dariq whitehead",3,"AssistsPerGame",1.5
"BRK",3016,"dariq whitehead",3,"StealsPerGame",0
"BRK",3016,"dariq whitehead",3,"BlocksPerGame",0.5
"CHI",5021,"terry taylor",5,"PointsPerGame",1.5
"CHI",5021,"terry taylor",5,"TotalReboundsPerGame",1.2
"CHI",5021,"terry taylor",5,"AssistsPerGame",0.3
"CHI",5021,"terry taylor",5,"StealsPerGame",0.2
"CHI",5021,"terry taylor",5,"BlocksPerGame",0.1
"LAL",14016,"colin castleton",14,"PointsPerGame",1.5
"LAL",14016,"colin castleton",14,"TotalReboundsPerGame",0.8
"LAL",14016,"colin castleton",14,"AssistsPerGame",0.2
"LAL",14016,"colin castleton",14,"StealsPerGame",0.1
"LAL",14016,"colin castleton",14,"BlocksPerGame",0
"MEM",15029,"jack white",15,"PointsPerGame",1.5
"MEM",15029,"jack white",15,"TotalReboundsPerGame",3
"MEM",15029,"jack white",15,"AssistsPerGame",0.3
"MEM",15029,"jack white",15,"StealsPerGame",1
"MEM",15029,"jack white",15,"BlocksPerGame",0.3
"OKC",21018,"adam flagler",21,"PointsPerGame",1.5
"OKC",21018,"adam flagler",21,"TotalReboundsPerGame",0
"OKC",21018,"adam flagler",21,"AssistsPerGame",2
"OKC",21018,"adam flagler",21,"StealsPerGame",0
"OKC",21018,"adam flagler",21,"BlocksPerGame",0
"POR",25006,"ibou badji",25,"PointsPerGame",1.5
"POR",25006,"ibou badji",25,"TotalReboundsPerGame",2.3
"POR",25006,"ibou badji",25,"AssistsPerGame",0.6
"POR",25006,"ibou badji",25,"StealsPerGame",0.1
"POR",25006,"ibou badji",25,"BlocksPerGame",0.9
"SAC",26021,"filip petrušev",26,"PointsPerGame",1.5
"SAC",26021,"filip petrušev",26,"TotalReboundsPerGame",0
"SAC",26021,"filip petrušev",26,"AssistsPerGame",0
"SAC",26021,"filip petrušev",26,"StealsPerGame",0
"SAC",26021,"filip petrušev",26,"BlocksPerGame",0
"GSW",10015,"jerome robinson",10,"PointsPerGame",1.4
"GSW",10015,"jerome robinson",10,"TotalReboundsPerGame",0.3
"GSW",10015,"jerome robinson",10,"AssistsPerGame",0.2
"GSW",10015,"jerome robinson",10,"StealsPerGame",0
"GSW",10015,"jerome robinson",10,"BlocksPerGame",0.1
"HOU",11018,"jermaine samuels",11,"PointsPerGame",1.4
"HOU",11018,"jermaine samuels",11,"TotalReboundsPerGame",0.9
"HOU",11018,"jermaine samuels",11,"AssistsPerGame",0.2
"HOU",11018,"jermaine samuels",11,"StealsPerGame",0.1
"HOU",11018,"jermaine samuels",11,"BlocksPerGame",0.1
"IND",12014,"kendall brown",12,"PointsPerGame",1.4
"IND",12014,"kendall brown",12,"TotalReboundsPerGame",0.3
"IND",12014,"kendall brown",12,"AssistsPerGame",0.3
"IND",12014,"kendall brown",12,"StealsPerGame",0
"IND",12014,"kendall brown",12,"BlocksPerGame",0
"NYK",20011,"jacob toppin",20,"PointsPerGame",1.4
"NYK",20011,"jacob toppin",20,"TotalReboundsPerGame",0.8
"NYK",20011,"jacob toppin",20,"AssistsPerGame",0.3
"NYK",20011,"jacob toppin",20,"StealsPerGame",0
"NYK",20011,"jacob toppin",20,"BlocksPerGame",0.1
"SAC",26017,"mason jones",26,"PointsPerGame",1.4
"SAC",26017,"mason jones",26,"TotalReboundsPerGame",1
"SAC",26017,"mason jones",26,"AssistsPerGame",1
"SAC",26017,"mason jones",26,"StealsPerGame",0.2
"SAC",26017,"mason jones",26,"BlocksPerGame",0
"CHA",4023,"nathan mensah",4,"PointsPerGame",1.3
"CHA",4023,"nathan mensah",4,"TotalReboundsPerGame",2.6
"CHA",4023,"nathan mensah",4,"AssistsPerGame",0.4
"CHA",4023,"nathan mensah",4,"StealsPerGame",0.2
"CHA",4023,"nathan mensah",4,"BlocksPerGame",0.6
"MIA",16022,"r.j. hampton",16,"PointsPerGame",1.3
"MIA",16022,"r.j. hampton",16,"TotalReboundsPerGame",0.8
"MIA",16022,"r.j. hampton",16,"AssistsPerGame",1
"MIA",16022,"r.j. hampton",16,"StealsPerGame",0
"MIA",16022,"r.j. hampton",16,"BlocksPerGame",0
"MIL",17015,"tyty washington jr.",17,"PointsPerGame",1.3
"MIL",17015,"tyty washington jr.",17,"TotalReboundsPerGame",0.5
"MIL",17015,"tyty washington jr.",17,"AssistsPerGame",0.5
"MIL",17015,"tyty washington jr.",17,"StealsPerGame",0.3
"MIL",17015,"tyty washington jr.",17,"BlocksPerGame",0
"PHO",24017,"isaiah thomas",24,"PointsPerGame",1.3
"PHO",24017,"isaiah thomas",24,"TotalReboundsPerGame",0
"PHO",24017,"isaiah thomas",24,"AssistsPerGame",0.5
"PHO",24017,"isaiah thomas",24,"StealsPerGame",0
"PHO",24017,"isaiah thomas",24,"BlocksPerGame",0
"PHO",24016,"david roddy",24,"PointsPerGame",1.3
"PHO",24016,"david roddy",24,"TotalReboundsPerGame",0.6
"PHO",24016,"david roddy",24,"AssistsPerGame",0.2
"PHO",24016,"david roddy",24,"StealsPerGame",0.1
"PHO",24016,"david roddy",24,"BlocksPerGame",0
"PHO",24021,"théo maledon",24,"PointsPerGame",1.3
"PHO",24021,"théo maledon",24,"TotalReboundsPerGame",0.3
"PHO",24021,"théo maledon",24,"AssistsPerGame",0
"PHO",24021,"théo maledon",24,"StealsPerGame",0
"PHO",24021,"théo maledon",24,"BlocksPerGame",0
"DEN",8018,"jay huff",8,"PointsPerGame",1.2
"DEN",8018,"jay huff",8,"TotalReboundsPerGame",0.6
"DEN",8018,"jay huff",8,"AssistsPerGame",0.1
"DEN",8018,"jay huff",8,"StealsPerGame",0.1
"DEN",8018,"jay huff",8,"BlocksPerGame",0.2
"MIL",17017,"chris livingston",17,"PointsPerGame",1.2
"MIL",17017,"chris livingston",17,"TotalReboundsPerGame",1
"MIL",17017,"chris livingston",17,"AssistsPerGame",0.2
"MIL",17017,"chris livingston",17,"StealsPerGame",0.1
"MIL",17017,"chris livingston",17,"BlocksPerGame",0
"OKC",21017,"keyontae johnson",21,"PointsPerGame",1.2
"OKC",21017,"keyontae johnson",21,"TotalReboundsPerGame",1.1
"OKC",21017,"keyontae johnson",21,"AssistsPerGame",0.4
"OKC",21017,"keyontae johnson",21,"StealsPerGame",0.1
"OKC",21017,"keyontae johnson",21,"BlocksPerGame",0
"OKC",4004,"aleksej pokusevski",21,"PointsPerGame",1.2
"OKC",4004,"aleksej pokusevski",21,"TotalReboundsPerGame",1
"OKC",4004,"aleksej pokusevski",21,"AssistsPerGame",0.5
"OKC",4004,"aleksej pokusevski",21,"StealsPerGame",0.1
"OKC",4004,"aleksej pokusevski",21,"BlocksPerGame",0.1
"DEN",8015,"braxton key",8,"PointsPerGame",1.1
"DEN",8015,"braxton key",8,"TotalReboundsPerGame",0.9
"DEN",8015,"braxton key",8,"AssistsPerGame",0.5
"DEN",8015,"braxton key",8,"StealsPerGame",0.1
"DEN",8015,"braxton key",8,"BlocksPerGame",0.1
"DEN",8016,"hunter tyson",8,"PointsPerGame",1.1
"DEN",8016,"hunter tyson",8,"TotalReboundsPerGame",0.5
"DEN",8016,"hunter tyson",8,"AssistsPerGame",0.1
"DEN",8016,"hunter tyson",8,"StealsPerGame",0.1
"DEN",8016,"hunter tyson",8,"BlocksPerGame",0
"MIL",17022,"robin lopez",17,"PointsPerGame",1.1
"MIL",17022,"robin lopez",17,"TotalReboundsPerGame",0.3
"MIL",17022,"robin lopez",17,"AssistsPerGame",0.3
"MIL",17022,"robin lopez",17,"StealsPerGame",0.1
"MIL",17022,"robin lopez",17,"BlocksPerGame",0.2
"ORL",22005,"admiral schofield",22,"PointsPerGame",1.1
"ORL",22005,"admiral schofield",22,"TotalReboundsPerGame",0.7
"ORL",22005,"admiral schofield",22,"AssistsPerGame",0.3
"ORL",22005,"admiral schofield",22,"StealsPerGame",0
"ORL",22005,"admiral schofield",22,"BlocksPerGame",0
"CHA",4021,"frank ntilikina",4,"PointsPerGame",1
"CHA",4021,"frank ntilikina",4,"TotalReboundsPerGame",1.2
"CHA",4021,"frank ntilikina",4,"AssistsPerGame",0.8
"CHA",4021,"frank ntilikina",4,"StealsPerGame",0
"CHA",4021,"frank ntilikina",4,"BlocksPerGame",0
"LAC",13021,"joshua primo",13,"PointsPerGame",1
"LAC",13021,"joshua primo",13,"TotalReboundsPerGame",0.5
"LAC",13021,"joshua primo",13,"AssistsPerGame",0
"LAC",13021,"joshua primo",13,"StealsPerGame",0
"LAC",13021,"joshua primo",13,"BlocksPerGame",0.5
"LAL",7018,"alex fudge",14,"PointsPerGame",1
"LAL",7018,"alex fudge",14,"TotalReboundsPerGame",0.5
"LAL",7018,"alex fudge",14,"AssistsPerGame",0
"LAL",7018,"alex fudge",14,"StealsPerGame",0
"LAL",7018,"alex fudge",14,"BlocksPerGame",0
"NYK",1017,"dylan windler",20,"PointsPerGame",1
"NYK",1017,"dylan windler",20,"TotalReboundsPerGame",0.3
"NYK",1017,"dylan windler",20,"AssistsPerGame",0.3
"NYK",1017,"dylan windler",20,"StealsPerGame",0
"NYK",1017,"dylan windler",20,"BlocksPerGame",0
"NYK",9017,"taj gibson",20,"PointsPerGame",1
"NYK",9017,"taj gibson",20,"TotalReboundsPerGame",1.8
"NYK",9017,"taj gibson",20,"AssistsPerGame",0.6
"NYK",9017,"taj gibson",20,"StealsPerGame",0.1
"NYK",9017,"taj gibson",20,"BlocksPerGame",0.4
"WAS",30021,"hamidou diallo",30,"PointsPerGame",1
"WAS",30021,"hamidou diallo",30,"TotalReboundsPerGame",1
"WAS",30021,"hamidou diallo",30,"AssistsPerGame",0.5
"WAS",30021,"hamidou diallo",30,"StealsPerGame",1
"WAS",30021,"hamidou diallo",30,"BlocksPerGame",0
"IND",12015,"james johnson",12,"PointsPerGame",0.9
"IND",12015,"james johnson",12,"TotalReboundsPerGame",0.4
"IND",12015,"james johnson",12,"AssistsPerGame",0.9
"IND",12015,"james johnson",12,"StealsPerGame",0.6
"IND",12015,"james johnson",12,"BlocksPerGame",0.1
"MIL",17001,"thanasis antetokounmpo",17,"PointsPerGame",0.9
"MIL",17001,"thanasis antetokounmpo",17,"TotalReboundsPerGame",0.4
"MIL",17001,"thanasis antetokounmpo",17,"AssistsPerGame",0.5
"MIL",17001,"thanasis antetokounmpo",17,"StealsPerGame",0.2
"MIL",17001,"thanasis antetokounmpo",17,"BlocksPerGame",0.1
"NYK",20017,"daquan jeffries",20,"PointsPerGame",0.8
"NYK",20017,"daquan jeffries",20,"TotalReboundsPerGame",0.3
"NYK",20017,"daquan jeffries",20,"AssistsPerGame",0.3
"NYK",20017,"daquan jeffries",20,"StealsPerGame",0
"NYK",20017,"daquan jeffries",20,"BlocksPerGame",0.1
"NYK",20015,"charlie brown jr.",20,"PointsPerGame",0.8
"NYK",20015,"charlie brown jr.",20,"TotalReboundsPerGame",0.3
"NYK",20015,"charlie brown jr.",20,"AssistsPerGame",0
"NYK",20015,"charlie brown jr.",20,"StealsPerGame",0
"NYK",20015,"charlie brown jr.",20,"BlocksPerGame",0.3
"GSW",10017,"pat spencer",10,"PointsPerGame",0.7
"GSW",10017,"pat spencer",10,"TotalReboundsPerGame",0.7
"GSW",10017,"pat spencer",10,"AssistsPerGame",0.8
"GSW",10017,"pat spencer",10,"StealsPerGame",0
"GSW",10017,"pat spencer",10,"BlocksPerGame",0
"IND",12018,"quenton jackson",12,"PointsPerGame",0.7
"IND",12018,"quenton jackson",12,"TotalReboundsPerGame",1.3
"IND",12018,"quenton jackson",12,"AssistsPerGame",0.7
"IND",12018,"quenton jackson",12,"StealsPerGame",0.3
"IND",12018,"quenton jackson",12,"BlocksPerGame",0
"MEM",15030,"shaquille harrison",15,"PointsPerGame",0.7
"MEM",15030,"shaquille harrison",15,"TotalReboundsPerGame",0.7
"MEM",15030,"shaquille harrison",15,"AssistsPerGame",0
"MEM",15030,"shaquille harrison",15,"StealsPerGame",0
"MEM",15030,"shaquille harrison",15,"BlocksPerGame",0.3
"MIA",16018,"alondes williams",16,"PointsPerGame",0.7
"MIA",16018,"alondes williams",16,"TotalReboundsPerGame",0.1
"MIA",16018,"alondes williams",16,"AssistsPerGame",0
"MIA",16018,"alondes williams",16,"StealsPerGame",0
"MIA",16018,"alondes williams",16,"BlocksPerGame",0.1
"MIN",18010,"wendell moore jr.",18,"PointsPerGame",0.7
"MIN",18010,"wendell moore jr.",18,"TotalReboundsPerGame",0.5
"MIN",18010,"wendell moore jr.",18,"AssistsPerGame",0.2
"MIN",18010,"wendell moore jr.",18,"StealsPerGame",0.2
"MIN",18010,"wendell moore jr.",18,"BlocksPerGame",0
"SAC",26012,"jalen slawson",26,"PointsPerGame",0.7
"SAC",26012,"jalen slawson",26,"TotalReboundsPerGame",0.6
"SAC",26012,"jalen slawson",26,"AssistsPerGame",0.2
"SAC",26012,"jalen slawson",26,"StealsPerGame",0.1
"SAC",26012,"jalen slawson",26,"BlocksPerGame",0.1
"SAC",26022,"juan toscano-anderson",26,"PointsPerGame",0.6
"SAC",26022,"juan toscano-anderson",26,"TotalReboundsPerGame",1.3
"SAC",26022,"juan toscano-anderson",26,"AssistsPerGame",0.4
"SAC",26022,"juan toscano-anderson",26,"StealsPerGame",0.1
"SAC",26022,"juan toscano-anderson",26,"BlocksPerGame",0.1
