"Team_Index","Player","FirstName","LastName","Age","TotalGamesPlayed","TotalGamesStarted","TotalMinutesPlayed","TotalFieldGoalsPerGame","TotalFieldGoalAttempts","TotalFieldGoals","TotalThreePointFieldGoalsPerGame","TotalThreePointFieldGoalAttempts","TotalThreePointFieldGoalPercent","TotalTwoPointFieldGoalsPerGame","TotalTwoPointFieldGoalAttempts","TotalTwoPointFieldGoalPercent","TotalEffectiveFieldGoalPercent","TotalFreeThrows","TotalFreeThrowAttempts","TotalFreeThrowPercent","TotalOffensiveRebounds","TotalDefensiveRebounds","TotalRebounds","TotalAssists","TotalSteals","TotalBlocks","TotalTurnovers","TotalPersonalFouls","TotalPoints","Team","Position","Player_ID"
1,"dejounte murray","dejounte","murray",27,78,78,2783,672,1463,0.459,201,554,0.363,471,909,0.518,0.528,208,262,0.794,62,354,416,502,111,24,201,138,1753,"ATL","sg",1006
1,"bogdan bogdanović","bogdan","bogdanović",31,79,33,2401,471,1100,0.428,240,641,0.374,231,459,0.503,0.537,151,164,0.921,53,219,272,247,96,26,112,179,1333,"ATL","sg",1004
1,"saddiq bey","saddiq","bey",24,63,51,2062,290,697,0.416,113,358,0.316,177,339,0.522,0.497,170,203,0.837,167,244,411,92,51,11,54,88,863,"ATL","sf",1009
1,"trae young","trae","young",25,54,54,1942,433,1008,0.43,175,469,0.373,258,539,0.479,0.516,348,407,0.855,23,126,149,583,72,11,235,109,1389,"ATL","pg",1013
1,"jalen johnson","jalen","johnson",22,56,52,1889,359,702,0.511,71,200,0.355,288,502,0.574,0.562,107,147,0.728,74,414,488,203,67,47,101,133,896,"ATL","sf",1007
1,"clint capela","clint","capela",29,73,73,1883,353,618,0.571,0,1,0,353,617,0.572,0.571,130,206,0.631,335,441,776,91,43,106,74,164,836,"ATL","c",1002
1,"de'andre hunter","de'andre","hunter",26,57,37,1681,304,663,0.459,117,304,0.385,187,359,0.521,0.547,166,196,0.847,31,191,222,87,40,16,83,146,891,"ATL","sf",1010
1,"onyeka okongwu","onyeka","okongwu",23,55,8,1405,223,365,0.611,23,69,0.333,200,296,0.676,0.642,92,116,0.793,145,231,376,74,26,60,45,162,561,"ATL","c",1012
1,"garrison mathews","garrison","mathews",27,66,5,992,103,226,0.456,85,193,0.44,18,33,0.545,0.644,34,42,0.81,17,75,92,37,20,8,19,115,325,"ATL","sg",1008
1,"bruno fernando","bruno","fernando",25,45,2,682,109,187,0.583,0,4,0,109,183,0.596,0.583,64,96,0.667,59,134,193,46,25,28,44,107,282,"ATL","c",1001
1,"vit krejci","vit","krejci",23,22,14,541,51,104,0.49,28,68,0.412,23,36,0.639,0.625,5,6,0.833,11,41,52,50,13,6,20,48,135,"ATL","pg",1003
1,"trent forrest","trent","forrest",25,38,0,414,34,90,0.378,2,10,0.2,32,80,0.4,0.389,13,17,0.765,11,40,51,92,11,3,20,25,83,"ATL","sg",1011
1,"wesley matthews","wesley","matthews",37,36,3,413,34,97,0.351,24,69,0.348,10,28,0.357,0.474,18,24,0.75,9,44,53,23,16,11,8,43,110,"ATL","sg",1016
1,"kobe bufkin","kobe","bufkin",20,17,0,196,34,92,0.37,9,40,0.225,25,52,0.481,0.418,4,8,0.5,6,27,33,27,7,5,10,20,81,"ATL","sg",1015
1,"aj griffin","aj","griffin",20,20,0,171,18,62,0.29,10,39,0.256,8,23,0.348,0.371,2,2,1,2,16,18,5,1,2,8,6,48,"ATL","sf",1014
1,"mouhamed gueye","mouhamed","gueye",21,6,0,73,8,23,0.348,3,9,0.333,5,14,0.357,0.413,5,6,0.833,10,12,22,4,5,4,1,13,24,"ATL","pf",1005
1,"seth lundy","seth","lundy",23,9,0,52,4,17,0.235,3,13,0.231,1,4,0.25,0.324,3,4,0.75,1,6,7,0,0,0,1,6,14,"ATL","sf",1018
2,"jayson tatum","jayson","tatum",25,74,74,2645,672,1426,0.471,229,609,0.376,443,817,0.542,0.552,414,497,0.833,67,534,601,364,75,43,188,145,1987,"BOS","pf",2008
2,"derrick white","derrick","white",29,73,73,2381,387,839,0.461,196,495,0.396,191,344,0.555,0.578,137,152,0.901,51,259,310,377,74,87,112,152,1107,"BOS","sg",2009
2,"jaylen brown","jaylen","brown",27,70,70,2343,627,1256,0.499,145,410,0.354,482,846,0.57,0.557,211,300,0.703,84,303,387,249,83,37,166,185,1610,"BOS","sf",2010
2,"jrue holiday","jrue","holiday",33,69,69,2263,331,689,0.48,138,322,0.429,193,367,0.526,0.581,60,72,0.833,84,289,373,333,61,53,124,108,860,"BOS","pg",2011
2,"payton pritchard","payton","pritchard",26,82,5,1825,297,635,0.468,147,382,0.385,150,253,0.593,0.583,46,56,0.821,70,195,265,281,39,6,61,106,787,"BOS","pg",2006
2,"sam hauser","sam","hauser",26,79,13,1741,249,558,0.446,197,465,0.424,52,93,0.559,0.623,17,19,0.895,45,231,276,82,40,25,32,99,712,"BOS","sf",2007
2,"al horford","al","horford",37,65,33,1740,214,419,0.511,108,258,0.419,106,161,0.658,0.64,26,30,0.867,82,331,413,168,38,62,48,93,562,"BOS","c",2002
2,"kristaps porziņģis","kristaps","porziņģis",28,57,57,1690,388,752,0.516,110,293,0.375,278,459,0.606,0.589,259,302,0.858,97,312,409,115,42,111,89,156,1145,"BOS","c",2003
2,"luke kornet","luke","kornet",28,63,7,983,142,203,0.7,1,1,1,141,202,0.698,0.702,49,54,0.907,118,143,261,67,23,61,21,77,334,"BOS","c",2013
2,"oshae brissett","oshae","brissett",25,55,1,630,68,153,0.444,15,55,0.273,53,98,0.541,0.493,50,83,0.602,61,99,160,44,19,8,20,54,201,"BOS","sf",2001
2,"svi mykhailiuk","svi","mykhailiuk",26,41,2,413,57,137,0.416,42,108,0.389,15,29,0.517,0.569,6,9,0.667,11,40,51,35,11,1,12,19,162,"BOS","sf",2005
2,"neemias queta","neemias","queta",24,28,0,333,67,104,0.644,0,0,0,67,104,0.644,0.644,20,28,0.714,53,69,122,20,13,21,13,50,154,"BOS","c",2004
2,"jordan walsh","jordan","walsh",19,9,1,83,6,15,0.4,2,9,0.222,4,6,0.667,0.467,1,2,0.5,5,15,20,5,5,1,3,11,15,"BOS","sf",2012
2,"jd davison","jd","davison",21,8,0,39,5,12,0.417,3,7,0.429,2,5,0.4,0.542,3,4,0.75,2,8,10,10,1,1,2,4,16,"BOS","sg",2016
2,"drew peterson","drew","peterson",24,3,0,23,4,6,0.667,3,5,0.6,1,1,1,0.917,0,0,0,0,1,1,1,2,0,1,1,11,"BOS","pf",2017
3,"mikal bridges","mikal","bridges",27,82,82,2854,564,1294,0.436,220,592,0.372,344,702,0.49,0.521,258,317,0.814,68,304,372,299,81,30,164,116,1606,"BRK","sf",3004
3,"nic claxton","nic","claxton",24,71,71,2116,366,582,0.629,1,5,0.2,365,577,0.633,0.63,108,196,0.551,193,513,706,147,46,146,93,175,841,"BRK","c",3005
3,"cam thomas","cam","thomas",22,66,51,2075,526,1190,0.442,144,396,0.364,382,794,0.481,0.503,286,334,0.856,28,186,214,192,45,16,124,138,1482,"BRK","sg",3003
3,"dorian finney-smith","dorian","finney-smith",30,68,56,1934,215,511,0.421,117,336,0.348,98,175,0.56,0.535,33,46,0.717,109,208,317,107,56,38,59,150,580,"BRK","pf",3006
3,"cameron johnson","cameron","johnson",27,58,47,1599,276,619,0.446,138,353,0.391,138,266,0.519,0.557,86,109,0.789,55,196,251,138,49,15,57,105,776,"BRK","pf",3010
3,"dennis smith jr.","dennis","smith",26,56,2,1059,147,338,0.435,32,109,0.294,115,229,0.502,0.482,43,58,0.741,50,114,164,203,68,12,68,121,369,"BRK","pg",3012
3,"lonnie walker iv","lonnie","walker",25,58,0,1011,208,492,0.423,104,271,0.384,104,221,0.471,0.528,45,59,0.763,13,114,127,74,32,20,51,71,565,"BRK","sg",3007
3,"day'ron sharpe","day'ron","sharpe",22,61,1,921,168,294,0.571,4,15,0.267,164,279,0.588,0.578,75,123,0.61,161,228,389,85,24,44,70,131,415,"BRK","c",3009
3,"trendon watford","trendon","watford",23,63,2,856,164,311,0.527,27,68,0.397,137,243,0.564,0.571,77,97,0.794,52,142,194,81,23,19,63,106,432,"BRK","pf",3008
3,"jalen wilson","jalen","wilson",23,43,3,664,76,179,0.425,24,74,0.324,52,105,0.495,0.492,38,46,0.826,47,84,131,45,11,4,19,48,214,"BRK","pf",3013
3,"noah clowney","noah","clowney",19,23,4,370,50,93,0.538,12,33,0.364,38,60,0.633,0.602,21,30,0.7,26,55,81,18,8,16,15,25,133,"BRK","pf",3011
3,"ben simmons","ben","simmons",27,15,12,359,43,74,0.581,0,0,0,43,74,0.581,0.581,6,15,0.4,31,88,119,86,12,9,27,36,92,"BRK","pg",3001
3,"armoni brooks","armoni","brooks",25,10,0,104,15,46,0.326,11,32,0.344,4,14,0.286,0.446,1,2,0.5,7,11,18,5,1,1,3,3,42,"BRK","sg",3021
3,"keon johnson","keon","johnson",21,5,0,61,8,21,0.381,4,10,0.4,4,11,0.364,0.476,11,12,0.917,3,4,7,3,3,1,5,5,31,"BRK","sg",3014
3,"dariq whitehead","dariq","whitehead",19,2,0,24,1,5,0.2,0,3,0,1,2,0.5,0.2,1,2,0.5,0,4,4,3,0,1,0,0,3,"BRK","sf",3016
4,"miles bridges","miles","bridges",25,69,67,2581,559,1210,0.462,157,450,0.349,402,760,0.529,0.527,174,211,0.825,71,434,505,231,65,33,138,118,1449,"CHA","sf",4006
4,"brandon miller","brandon","miller",21,74,68,2383,476,1083,0.44,184,493,0.373,292,590,0.495,0.524,143,173,0.827,60,255,315,175,66,42,132,184,1279,"CHA","sf",4005
4,"nick richards","nick","richards",26,67,51,1759,260,376,0.691,0,1,0,260,375,0.693,0.691,132,179,0.737,172,367,539,54,26,74,73,176,652,"CHA","c",4001
4,"bryce mcgowens","bryce","mcgowens",21,59,14,882,101,230,0.439,34,102,0.333,67,128,0.523,0.513,66,85,0.776,17,85,102,51,21,10,30,74,302,"CHA","sg",4009
4,"jt thor","jt","thor",21,63,3,781,80,183,0.437,28,81,0.346,52,102,0.51,0.514,11,20,0.55,43,103,146,29,11,27,15,60,199,"CHA","pf",4008
4,"cody martin","cody","martin",28,28,22,753,82,215,0.381,27,86,0.314,55,129,0.426,0.444,20,33,0.606,19,90,109,104,32,18,44,48,211,"CHA","sf",4007
4,"ish smith","ish","smith",35,43,5,741,66,158,0.418,4,8,0.5,62,150,0.413,0.43,3,4,0.75,11,65,76,145,17,4,47,49,139,"CHA","pg",4024
4,"nick smith jr.","nick","smith",19,51,0,729,113,289,0.391,63,146,0.432,50,143,0.35,0.5,13,15,0.867,18,54,72,59,10,7,39,55,302,"CHA","sg",4010
4,"lamelo ball","lamelo","ball",22,22,22,711,183,423,0.433,70,197,0.355,113,226,0.5,0.515,90,104,0.865,29,84,113,176,40,4,83,79,526,"CHA","pg",4015
4,"mark williams","mark","williams",22,19,19,508,98,151,0.649,0,0,0,98,151,0.649,0.649,46,64,0.719,76,108,184,22,16,20,17,50,242,"CHA","c",4013
4,"nathan mensah","nathan","mensah",25,25,0,307,12,28,0.429,0,0,0,12,28,0.429,0.429,9,12,0.75,29,36,65,9,6,14,14,64,33,"CHA","c",4023
4,"leaky black","leaky","black",24,26,3,284,25,52,0.481,9,20,0.45,16,32,0.5,0.567,10,15,0.667,9,39,48,24,8,11,6,19,69,"CHA","sf",4014
4,"james bouknight","james","bouknight",23,14,0,81,18,41,0.439,13,30,0.433,5,11,0.455,0.598,1,2,0.5,1,8,9,6,1,1,2,3,50,"CHA","sg",4022
4,"amari bailey","amari","bailey",19,10,0,65,8,24,0.333,1,8,0.125,7,16,0.438,0.354,6,7,0.857,6,3,9,7,3,0,4,2,23,"CHA","pg",4017
4,"frank ntilikina","frank","ntilikina",25,5,0,43,1,9,0.111,1,8,0.125,0,1,0,0.167,2,2,1,1,5,6,4,0,0,1,4,5,"CHA","sg",4021
5,"demar derozan","demar","derozan",34,79,79,2989,650,1355,0.48,75,225,0.333,575,1130,0.509,0.507,522,612,0.853,43,297,340,421,90,45,135,161,1897,"CHI","sf",5005
5,"coby white","coby","white",23,79,78,2881,541,1209,0.447,209,556,0.376,332,653,0.508,0.534,218,260,0.838,44,314,358,405,53,18,166,186,1509,"CHI","pg",5006
5,"nikola vučević","nikola","vučević",33,76,74,2610,586,1211,0.484,92,313,0.294,494,898,0.55,0.522,106,129,0.822,210,591,801,254,50,60,120,190,1370,"CHI","c",5001
5,"ayo dosunmu","ayo","dosunmu",24,76,37,2212,360,719,0.501,119,295,0.403,241,424,0.568,0.583,85,105,0.81,54,162,216,242,68,36,103,166,924,"CHI","sg",5009
5,"alex caruso","alex","caruso",29,71,57,2040,253,541,0.468,136,333,0.408,117,208,0.563,0.593,73,96,0.76,62,211,273,247,120,70,102,181,715,"CHI","sg",5011
5,"andre drummond","andre","drummond",30,79,10,1351,267,480,0.556,0,3,0,267,477,0.56,0.556,129,218,0.592,265,443,708,37,73,48,81,140,663,"CHI","c",5007
5,"patrick williams","patrick","williams",22,43,30,1174,159,359,0.443,59,148,0.399,100,211,0.474,0.525,52,66,0.788,46,120,166,66,40,33,57,87,429,"CHI","pf",5014
5,"torrey craig","torrey","craig",33,53,14,1049,108,251,0.43,60,153,0.392,48,98,0.49,0.55,27,36,0.75,69,148,217,58,30,21,32,110,303,"CHI","sf",5013
5,"jevon carter","jevon","carter",28,72,0,1004,138,365,0.378,77,234,0.329,61,131,0.466,0.484,4,7,0.571,11,49,60,94,37,16,36,71,357,"CHI","pg",5010
5,"zach lavine","zach","lavine",28,25,23,872,170,376,0.452,59,169,0.349,111,207,0.536,0.531,88,103,0.854,8,121,129,98,21,8,52,57,487,"CHI","sg",5012
